order_item_id,order_id,product_id,quantity,unit_price
428,192,31,2,21096.26
429,193,49,4,11980.17
430,193,184,1,79067.13
431,193,87,5,82911.5
432,193,28,1,34583.38
433,194,118,2,7221.4
434,194,169,4,73434.82
435,194,151,1,84749.47
436,194,130,5,62315.96
437,195,142,4,26202.57
438,196,131,5,54259.55
439,196,200,2,72800.42
440,196,46,2,72192.68
441,196,178,1,43233.33
442,197,169,3,73434.82
443,197,154,5,22113.52
444,197,156,4,66103.56
445,198,156,2,66103.56
446,198,178,3,43233.33
447,198,196,4,86165.71
448,199,76,2,76269.01
449,199,116,4,33803.65
450,199,35,5,58519.32
451,200,180,3,39868.61
452,200,141,5,40114.5
453,201,52,5,23873.83
454,201,54,3,50569.52
455,202,173,2,17250.51
456,202,34,5,78395.87
457,202,182,5,47839.63
458,203,182,3,47839.63
459,203,30,5,31125.64
460,203,195,4,80570.14
461,204,173,3,17250.51
462,204,192,4,88352.5
463,204,137,1,7011.0
464,205,7,4,51973.2
465,206,14,1,74413.14
466,206,172,2,55813.25
467,207,193,3,67861.72
468,207,42,3,88888.89
469,208,16,3,45091.45
470,208,177,2,50270.99
471,209,92,4,73370.83
472,210,158,5,85089.1
473,211,191,5,80743.14
474,211,166,4,3717.92
475,212,131,3,54259.55
476,212,179,1,69597.48
477,213,100,3,89188.64
478,213,107,5,7036.14
479,213,176,1,30874.2
480,214,191,3,80743.14
481,215,159,4,68703.61
482,215,200,2,72800.42
483,216,194,5,21342.6
484,216,151,2,84749.47
485,216,140,2,89875.73
486,217,115,1,2496.65
487,217,46,2,72192.68
488,218,189,1,24627.05
489,218,132,4,26677.03
490,219,110,3,40032.46
491,220,34,5,78395.87
492,220,42,3,88888.89
493,221,85,4,44813.94
494,222,11,3,21662.88
495,222,40,5,34489.73
496,223,199,5,29596.78
497,224,126,5,5771.74
498,224,147,3,49661.18
499,225,182,3,47839.63
500,226,48,1,52202.69
501,226,134,5,5255.49
502,227,107,5,7036.14
503,227,140,4,89875.73
504,228,90,2,27992.68
505,229,170,3,65305.65
506,229,85,3,44813.94
507,230,56,5,48424.44
508,230,193,5,67861.72
509,231,144,1,72348.19
510,231,193,3,67861.72
511,231,167,4,80391.54
512,231,3,2,47263.85
513,232,11,3,21662.88
514,232,175,4,89830.25
515,233,99,3,80930.5
516,234,7,3,51973.2
517,234,133,5,3906.73
518,235,125,2,30534.4
519,235,12,3,26283.21
520,235,76,5,76269.01
521,235,167,1,80391.54
522,236,43,5,89942.68
523,237,161,1,53815.94
524,238,172,2,55813.25
525,238,162,4,23875.11
526,239,53,5,84631.24
527,240,166,2,3717.92
528,240,19,1,39285.06
529,240,192,4,88352.5
530,241,10,1,86412.78
531,241,23,2,32622.96
532,241,19,3,39285.06
533,242,148,2,74841.03
534,243,105,4,66514.84
535,243,100,4,89188.64
536,244,81,1,55642.65
537,244,5,5,11451.53
538,244,100,1,89188.64
539,245,194,5,21342.6
540,246,180,1,39868.61
541,247,129,3,39380.93
542,247,28,5,34583.38
543,247,75,1,54075.87
544,248,196,4,86165.71
545,248,113,4,78682.11
546,249,122,2,47160.26
547,250,35,4,58519.32
548,250,192,5,88352.5
549,251,163,3,50606.34
550,251,37,3,89767.59
551,252,142,5,26202.57
552,253,32,1,34807.48
553,253,11,5,21662.88
554,254,138,3,86449.75
555,254,141,2,40114.5
556,254,22,3,69551.06
557,255,106,5,85609.12
558,255,166,2,3717.92
559,256,48,5,52202.69
560,256,57,3,79697.7
561,257,30,5,31125.64
562,257,47,1,59359.42
563,258,166,1,3717.92
564,258,141,3,40114.5
565,258,19,1,39285.06
566,258,75,2,54075.87
567,259,85,2,44813.94
568,259,92,1,73370.83
569,259,33,3,78285.06
570,259,172,5,55813.25
571,260,50,3,84981.48
572,261,116,3,33803.65
573,261,85,5,44813.94
574,261,158,2,85089.1
575,261,169,5,73434.82
576,262,81,1,55642.65
577,262,110,3,40032.46
578,262,44,2,89342.01
579,263,183,4,61338.16
580,263,190,3,1365.17
581,264,35,3,58519.32
582,264,174,4,45212.57
583,264,188,4,88470.15
584,265,92,5,73370.83
585,265,199,1,29596.78
586,265,79,2,6354.73
587,265,125,5,30534.4
588,266,72,2,23013.59
589,267,68,1,6705.82
590,267,188,1,88470.15
591,268,130,1,62315.96
592,269,197,1,42426.44
593,269,152,5,2649.78
594,269,55,3,10588.17
595,270,168,4,66563.81
596,270,199,2,29596.78
597,270,39,5,22052.35
598,270,94,3,40455.58
599,271,119,5,27172.49
600,271,129,1,39380.93
601,272,94,2,40455.58
602,272,129,5,39380.93
603,272,3,2,47263.85
604,273,115,2,2496.65
605,273,41,5,41414.39
606,274,189,4,24627.05
607,274,188,3,88470.15
608,275,57,4,79697.7
609,276,17,3,22607.07
610,276,68,2,6705.82
611,277,172,2,55813.25
612,278,100,1,89188.64
613,278,121,1,239.63
614,278,117,3,82572.92
615,279,181,5,83977.85
616,280,190,5,1365.17
617,280,68,5,6705.82
618,281,97,4,8216.66
619,281,168,3,66563.81
620,282,133,3,3906.73
621,283,58,3,19631.54
622,283,133,3,3906.73
623,283,104,4,27930.41
624,284,155,4,37463.39
625,284,2,2,28466.76
626,284,129,2,39380.93
627,284,36,1,68369.22
628,285,55,2,10588.17
629,285,39,2,22052.35
630,286,155,2,37463.39
631,286,184,4,79067.13
632,286,31,3,21096.26
633,287,124,4,59172.69
634,288,54,4,50569.52
635,288,152,1,2649.78
636,288,42,2,88888.89
637,288,166,1,3717.92
638,289,147,2,49661.18
639,289,152,2,2649.78
640,290,147,2,49661.18
641,291,43,3,89942.68
642,292,133,5,3906.73
643,292,104,5,27930.41
644,293,185,3,81722.53
645,294,56,4,48424.44
646,295,124,5,59172.69
647,295,44,2,89342.01
648,295,57,5,79697.7
649,295,106,2,85609.12
650,296,43,3,89942.68
651,296,186,4,84305.58
652,297,59,4,88007.04
653,298,34,2,78395.87
654,298,28,5,34583.38
655,298,5,5,11451.53
656,299,39,2,22052.35
657,299,156,4,66103.56
658,299,25,5,71957.3
659,300,137,5,7011.0
